,latitude,longitude,year,pct_treecanopy,pct_annual_herbcov,pct_bareground,pct_herbcov,pct_plantlittercov,pct_shrubcov
40,37.60413,-110.0472,1997,0,0,84,5,11,7
41,37.60413,-110.0472,1997,0,0,84,5,11,7
42,37.60413,-110.0472,1998,0,0,84,5,11,7
43,37.60413,-110.0472,1998,0,0,84,5,11,7
44,37.60413,-110.0472,1999,0,0,84,5,11,7
45,37.60413,-110.0472,1999,0,0,84,5,11,7
46,37.60413,-110.0472,2000,0,0,84,5,11,7
47,37.60413,-110.0472,2000,0,0,84,5,11,7
48,37.60413,-110.0472,2001,0,0,84,5,11,7
49,37.60413,-110.0472,2001,0,0,84,5,11,7
50,37.60413,-110.0472,2002,0,0,84,5,11,7
51,37.60413,-110.0472,2002,0,0,84,5,11,7
52,37.60413,-110.0472,2003,0,0,84,5,11,7
53,37.60413,-110.0472,2003,0,0,84,5,11,7
54,37.60413,-110.0472,2004,0,0,84,5,11,7
55,37.60413,-110.0472,2004,0,0,84,5,11,7
56,37.60413,-110.0472,2005,0,0,84,5,11,7
57,37.60413,-110.0472,2005,0,0,84,5,11,7
58,37.60413,-110.0472,2006,0,0,84,5,11,7
59,37.60413,-110.0472,2006,0,0,84,5,11,7
60,37.60413,-110.0472,2007,0,0,84,5,11,7
61,37.60413,-110.0472,2007,0,0,84,5,11,7
62,37.60413,-110.0472,2008,0,0,84,5,11,7
63,37.60413,-110.0472,2008,0,0,84,5,11,7
64,37.60413,-110.0472,2009,0,0,84,5,11,7
65,37.60413,-110.0472,2009,0,0,84,5,11,7
66,37.60413,-110.0472,2010,0,0,84,5,11,7
67,37.60413,-110.0472,2010,0,0,84,5,11,7
68,37.60413,-110.0472,2011,0,0,84,5,11,7
69,37.60413,-110.0472,2011,0,0,84,5,11,7
70,37.60413,-110.0472,2012,0,0,84,5,11,7
71,37.60413,-110.0472,2012,0,0,84,5,11,7
72,37.60413,-110.0472,2013,0,0,84,5,11,7
73,37.60413,-110.0472,2013,0,0,84,5,11,7
74,37.60413,-110.0472,2014,0,0,84,5,11,7
75,37.60413,-110.0472,2014,0,0,84,5,11,7
76,37.60413,-110.0472,2015,0,0,84,5,11,7
77,37.60413,-110.0472,2015,0,0,84,5,11,7
78,37.60413,-110.0472,2016,0,0,84,5,11,7
79,37.60413,-110.0472,2016,0,0,84,5,11,7
80,37.60413,-110.0472,2017,0,0,84,5,11,7
81,37.60413,-110.0472,2017,0,0,84,5,11,7
82,37.60413,-110.0472,2018,0,0,84,5,11,7
83,37.60413,-110.0472,2018,0,0,84,5,11,7
84,37.60334,-110.0461,1980,6,0,77,7,6,10
85,37.60334,-110.0461,1980,6,0,77,7,6,10
86,37.60334,-110.0461,1981,6,0,77,7,6,10
87,37.60334,-110.0461,1981,6,0,77,7,6,10
88,37.60334,-110.0461,1982,6,0,77,7,6,10
89,37.60334,-110.0461,1982,6,0,77,7,6,10
90,37.60334,-110.0461,1983,6,0,77,7,6,10
91,37.60334,-110.0461,1983,6,0,77,7,6,10
92,37.60334,-110.0461,1984,6,0,77,7,6,10
93,37.60334,-110.0461,1984,6,0,77,7,6,10
94,37.60334,-110.0461,1985,6,0,77,7,6,10
95,37.60334,-110.0461,1985,6,0,77,7,6,10
96,37.60334,-110.0461,1986,6,0,77,7,6,10
97,37.60334,-110.0461,1986,6,0,77,7,6,10
98,37.60334,-110.0461,1987,6,0,77,7,6,10
99,37.60334,-110.0461,1987,6,0,77,7,6,10
100,37.60334,-110.0461,1988,6,0,77,7,6,10
101,37.60334,-110.0461,1988,6,0,77,7,6,10
102,37.60334,-110.0461,1989,6,0,77,7,6,10
103,37.60334,-110.0461,1989,6,0,77,7,6,10
104,37.60334,-110.0461,1990,6,0,77,7,6,10
105,37.60334,-110.0461,1990,6,0,77,7,6,10
106,37.60334,-110.0461,1991,6,0,77,7,6,10
107,37.60334,-110.0461,1991,6,0,77,7,6,10
108,37.60334,-110.0461,1992,6,0,77,7,6,10
109,37.60334,-110.0461,1992,6,0,77,7,6,10
110,37.60334,-110.0461,1993,6,0,77,7,6,10
111,37.60334,-110.0461,1993,6,0,77,7,6,10
112,37.60334,-110.0461,1994,6,0,77,7,6,10
113,37.60334,-110.0461,1994,6,0,77,7,6,10
114,37.60334,-110.0461,1995,6,0,77,7,6,10
115,37.60334,-110.0461,1995,6,0,77,7,6,10
116,37.60334,-110.0461,1996,6,0,77,7,6,10
117,37.60334,-110.0461,1996,6,0,77,7,6,10
118,37.60334,-110.0461,1997,6,0,77,7,6,10
119,37.60334,-110.0461,1997,6,0,77,7,6,10
120,37.60334,-110.0461,1998,6,0,77,7,6,10
121,37.60334,-110.0461,1998,6,0,77,7,6,10
122,37.60334,-110.0461,1999,6,0,77,7,6,10
123,37.60334,-110.0461,1999,6,0,77,7,6,10
124,37.60334,-110.0461,2000,6,0,77,7,6,10
125,37.60334,-110.0461,2000,6,0,77,7,6,10
126,37.60334,-110.0461,2001,6,0,77,7,6,10
127,37.60334,-110.0461,2001,6,0,77,7,6,10
128,37.60334,-110.0461,2001,6,0,77,7,6,10
129,37.60334,-110.0461,2001,6,0,77,7,6,10
130,37.60334,-110.0461,2001,6,0,77,7,6,10
131,37.60334,-110.0461,2002,6,0,77,7,6,10
132,37.60334,-110.0461,2002,6,0,77,7,6,10
133,37.60334,-110.0461,2003,6,0,77,7,6,10
134,37.60334,-110.0461,2003,6,0,77,7,6,10
135,37.60334,-110.0461,2004,6,0,77,7,6,10
136,37.60334,-110.0461,2004,6,0,77,7,6,10
137,37.60334,-110.0461,2004,6,0,77,7,6,10
138,37.60334,-110.0461,2004,6,0,77,7,6,10
139,37.60334,-110.0461,2004,6,0,77,7,6,10
140,37.60334,-110.0461,2005,6,0,77,7,6,10
141,37.60334,-110.0461,2005,6,0,77,7,6,10
142,37.60334,-110.0461,2006,6,0,77,7,6,10
143,37.60334,-110.0461,2006,6,0,77,7,6,10
144,37.60334,-110.0461,2007,6,0,77,7,6,10
145,37.60334,-110.0461,2007,6,0,77,7,6,10
146,37.60334,-110.0461,2008,6,0,77,7,6,10
147,37.60334,-110.0461,2008,6,0,77,7,6,10
148,37.60334,-110.0461,2008,6,0,77,7,6,10
149,37.60334,-110.0461,2008,6,0,77,7,6,10
150,37.60334,-110.0461,2008,6,0,77,7,6,10
151,37.60334,-110.0461,2009,6,0,77,7,6,10
152,37.60334,-110.0461,2009,6,0,77,7,6,10
153,37.60334,-110.0461,2010,6,0,77,7,6,10
154,37.60334,-110.0461,2010,6,0,77,7,6,10
155,37.60334,-110.0461,2011,6,0,77,7,6,10
156,37.60334,-110.0461,2011,6,0,77,7,6,10
157,37.60334,-110.0461,2012,6,0,77,7,6,10
158,37.60334,-110.0461,2012,6,0,77,7,6,10
159,37.60334,-110.0461,2012,6,0,77,7,6,10
160,37.60334,-110.0461,2012,6,0,77,7,6,10
161,37.60334,-110.0461,2012,6,0,77,7,6,10
162,37.60334,-110.0461,2013,6,0,77,7,6,10
163,37.60334,-110.0461,2013,6,0,77,7,6,10
164,37.60334,-110.0461,2014,6,0,77,7,6,10
165,37.60334,-110.0461,2014,6,0,77,7,6,10
166,37.60334,-110.0461,2015,6,0,77,7,6,10
167,37.60334,-110.0461,2015,6,0,77,7,6,10
168,37.60334,-110.0461,2016,6,0,77,7,6,10
169,37.60334,-110.0461,2016,6,0,77,7,6,10
170,37.60334,-110.0461,2016,6,0,77,7,6,10
171,37.60334,-110.0461,2016,6,0,77,7,6,10
172,37.60334,-110.0461,2016,6,0,77,7,6,10
173,37.60334,-110.0461,2017,6,0,77,7,6,10
174,37.60334,-110.0461,2017,6,0,77,7,6,10
175,37.60334,-110.0461,2018,6,0,77,7,6,10
176,37.60334,-110.0461,2018,6,0,77,7,6,10
177,37.60308,-110.0458,1980,11,0,70,8,11,11
178,37.60308,-110.0458,1980,11,0,70,8,11,11
179,37.60308,-110.0458,1981,11,0,70,8,11,11
180,37.60308,-110.0458,1981,11,0,70,8,11,11
181,37.60308,-110.0458,1981,11,0,70,8,11,11
182,37.60308,-110.0458,1981,11,0,70,8,11,11
183,37.60308,-110.0458,1981,11,0,70,8,11,11
184,37.60308,-110.0458,1982,11,0,70,8,11,11
185,37.60308,-110.0458,1982,11,0,70,8,11,11
186,37.60308,-110.0458,1983,11,0,70,8,11,11
187,37.60308,-110.0458,1983,11,0,70,8,11,11
188,37.60308,-110.0458,1983,11,0,70,8,11,11
189,37.60308,-110.0458,1983,11,0,70,8,11,11
190,37.60308,-110.0458,1983,11,0,70,8,11,11
191,37.60308,-110.0458,1984,11,0,70,8,11,11
192,37.60308,-110.0458,1984,11,0,70,8,11,11
193,37.60308,-110.0458,1985,11,0,70,8,11,11
194,37.60308,-110.0458,1985,11,0,70,8,11,11
195,37.60308,-110.0458,1985,11,0,70,8,11,11
196,37.60308,-110.0458,1985,11,0,70,8,11,11
197,37.60308,-110.0458,1985,11,0,70,8,11,11
198,37.60308,-110.0458,1986,11,0,70,8,11,11
199,37.60308,-110.0458,1986,11,0,70,8,11,11
200,37.60308,-110.0458,1987,11,0,70,8,11,11
201,37.60308,-110.0458,1987,11,0,70,8,11,11
202,37.60308,-110.0458,1987,11,0,70,8,11,11
203,37.60308,-110.0458,1987,11,0,70,8,11,11
204,37.60308,-110.0458,1987,11,0,70,8,11,11
205,37.60308,-110.0458,1988,11,0,70,8,11,11
206,37.60308,-110.0458,1988,11,0,70,8,11,11
207,37.60308,-110.0458,1989,11,0,70,8,11,11
208,37.60308,-110.0458,1989,11,0,70,8,11,11
209,37.60308,-110.0458,1989,11,0,70,8,11,11
210,37.60308,-110.0458,1989,11,0,70,8,11,11
211,37.60308,-110.0458,1989,11,0,70,8,11,11
212,37.60308,-110.0458,1990,11,0,70,8,11,11
213,37.60308,-110.0458,1990,11,0,70,8,11,11
214,37.60308,-110.0458,1991,11,0,70,8,11,11
215,37.60308,-110.0458,1991,11,0,70,8,11,11
216,37.60308,-110.0458,1991,11,0,70,8,11,11
217,37.60308,-110.0458,1991,11,0,70,8,11,11
218,37.60308,-110.0458,1991,11,0,70,8,11,11
219,37.60308,-110.0458,1992,11,0,70,8,11,11
220,37.60308,-110.0458,1992,11,0,70,8,11,11
221,37.60308,-110.0458,1993,11,0,70,8,11,11
222,37.60308,-110.0458,1993,11,0,70,8,11,11
223,37.60308,-110.0458,1993,11,0,70,8,11,11
224,37.60308,-110.0458,1993,11,0,70,8,11,11
225,37.60308,-110.0458,1993,11,0,70,8,11,11
226,37.60308,-110.0458,1994,11,0,70,8,11,11
227,37.60308,-110.0458,1994,11,0,70,8,11,11
228,37.60308,-110.0458,1995,11,0,70,8,11,11
229,37.60308,-110.0458,1995,11,0,70,8,11,11
230,37.60308,-110.0458,1995,11,0,70,8,11,11
231,37.60308,-110.0458,1995,11,0,70,8,11,11
232,37.60308,-110.0458,1995,11,0,70,8,11,11
233,37.60308,-110.0458,1996,11,0,70,8,11,11
234,37.60308,-110.0458,1996,11,0,70,8,11,11
235,37.60308,-110.0458,1997,11,0,70,8,11,11
236,37.60308,-110.0458,1997,11,0,70,8,11,11
237,37.60308,-110.0458,1997,11,0,70,8,11,11
238,37.60308,-110.0458,1997,11,0,70,8,11,11
239,37.60308,-110.0458,1997,11,0,70,8,11,11
240,37.60308,-110.0458,1998,11,0,70,8,11,11
241,37.60308,-110.0458,1998,11,0,70,8,11,11
242,37.60308,-110.0458,1999,11,0,70,8,11,11
243,37.60308,-110.0458,1999,11,0,70,8,11,11
244,37.60308,-110.0458,1999,11,0,70,8,11,11
245,37.60308,-110.0458,1999,11,0,70,8,11,11
246,37.60308,-110.0458,1999,11,0,70,8,11,11
247,37.60308,-110.0458,2000,11,0,70,8,11,11
248,37.60308,-110.0458,2000,11,0,70,8,11,11
249,37.60308,-110.0458,2001,11,0,70,8,11,11
250,37.60308,-110.0458,2001,11,0,70,8,11,11
251,37.60308,-110.0458,2001,11,0,70,8,11,11
252,37.60308,-110.0458,2001,11,0,70,8,11,11
253,37.60308,-110.0458,2001,11,0,70,8,11,11
254,37.60308,-110.0458,2002,11,0,70,8,11,11
255,37.60308,-110.0458,2002,11,0,70,8,11,11
256,37.60308,-110.0458,2003,11,0,70,8,11,11
257,37.60308,-110.0458,2003,11,0,70,8,11,11
258,37.60308,-110.0458,2003,11,0,70,8,11,11
259,37.60308,-110.0458,2003,11,0,70,8,11,11
260,37.60308,-110.0458,2003,11,0,70,8,11,11
261,37.60308,-110.0458,2004,11,0,70,8,11,11
262,37.60308,-110.0458,2004,11,0,70,8,11,11
263,37.60308,-110.0458,2005,11,0,70,8,11,11
264,37.60308,-110.0458,2005,11,0,70,8,11,11
265,37.60308,-110.0458,2005,11,0,70,8,11,11
266,37.60308,-110.0458,2005,11,0,70,8,11,11
267,37.60308,-110.0458,2005,11,0,70,8,11,11
268,37.60308,-110.0458,2006,11,0,70,8,11,11
269,37.60308,-110.0458,2006,11,0,70,8,11,11
270,37.60308,-110.0458,2007,11,0,70,8,11,11
271,37.60308,-110.0458,2007,11,0,70,8,11,11
272,37.60308,-110.0458,2007,11,0,70,8,11,11
273,37.60308,-110.0458,2007,11,0,70,8,11,11
274,37.60308,-110.0458,2007,11,0,70,8,11,11
275,37.60308,-110.0458,2008,11,0,70,8,11,11
276,37.60308,-110.0458,2008,11,0,70,8,11,11
277,37.60308,-110.0458,2009,11,0,70,8,11,11
278,37.60308,-110.0458,2009,11,0,70,8,11,11
279,37.60308,-110.0458,2009,11,0,70,8,11,11
280,37.60308,-110.0458,2009,11,0,70,8,11,11
281,37.60308,-110.0458,2009,11,0,70,8,11,11
282,37.60308,-110.0458,2010,11,0,70,8,11,11
283,37.60308,-110.0458,2010,11,0,70,8,11,11
284,37.60308,-110.0458,2011,11,0,70,8,11,11
285,37.60308,-110.0458,2011,11,0,70,8,11,11
286,37.60308,-110.0458,2011,11,0,70,8,11,11
287,37.60308,-110.0458,2011,11,0,70,8,11,11
288,37.60308,-110.0458,2011,11,0,70,8,11,11
289,37.60308,-110.0458,2012,11,0,70,8,11,11
290,37.60308,-110.0458,2012,11,0,70,8,11,11
291,37.60308,-110.0458,2013,11,0,70,8,11,11
292,37.60308,-110.0458,2013,11,0,70,8,11,11
293,37.60308,-110.0458,2013,11,0,70,8,11,11
294,37.60308,-110.0458,2013,11,0,70,8,11,11
295,37.60308,-110.0458,2013,11,0,70,8,11,11
296,37.60308,-110.0458,2014,11,0,70,8,11,11
297,37.60308,-110.0458,2014,11,0,70,8,11,11
298,37.60308,-110.0458,2015,11,0,70,8,11,11
299,37.60308,-110.0458,2015,11,0,70,8,11,11
300,37.60308,-110.0458,2015,11,0,70,8,11,11
301,37.60308,-110.0458,2015,11,0,70,8,11,11
302,37.60308,-110.0458,2015,11,0,70,8,11,11
303,37.60308,-110.0458,2016,11,0,70,8,11,11
304,37.60308,-110.0458,2016,11,0,70,8,11,11
305,37.60308,-110.0458,2017,11,0,70,8,11,11
306,37.60308,-110.0458,2017,11,0,70,8,11,11
307,37.60308,-110.0458,2017,11,0,70,8,11,11
308,37.60308,-110.0458,2017,11,0,70,8,11,11
309,37.60308,-110.0458,2017,11,0,70,8,11,11
310,37.60308,-110.0458,2018,11,0,70,8,11,11
311,37.60308,-110.0458,2018,11,0,70,8,11,11
312,37.60519,-110.0393,1980,9,0,58,10,9,15
313,37.60519,-110.0393,1980,9,0,58,10,9,15
314,37.60519,-110.0393,1980,9,0,58,10,9,15
315,37.60519,-110.0393,1980,9,0,58,10,9,15
316,37.60519,-110.0393,1980,9,0,58,10,9,15
317,37.60519,-110.0393,1981,9,0,58,10,9,15
318,37.60519,-110.0393,1981,9,0,58,10,9,15
319,37.60519,-110.0393,1982,9,0,58,10,9,15
320,37.60519,-110.0393,1982,9,0,58,10,9,15
321,37.60519,-110.0393,1982,9,0,58,10,9,15
322,37.60519,-110.0393,1982,9,0,58,10,9,15
323,37.60519,-110.0393,1982,9,0,58,10,9,15
324,37.60519,-110.0393,1983,9,0,58,10,9,15
325,37.60519,-110.0393,1983,9,0,58,10,9,15
326,37.60519,-110.0393,1984,9,0,58,10,9,15
327,37.60519,-110.0393,1984,9,0,58,10,9,15
328,37.60519,-110.0393,1985,9,0,58,10,9,15
329,37.60519,-110.0393,1985,9,0,58,10,9,15
330,37.60519,-110.0393,1986,9,0,58,10,9,15
331,37.60519,-110.0393,1986,9,0,58,10,9,15
332,37.60519,-110.0393,1986,9,0,58,10,9,15
333,37.60519,-110.0393,1986,9,0,58,10,9,15
334,37.60519,-110.0393,1986,9,0,58,10,9,15
335,37.60519,-110.0393,1987,9,0,58,10,9,15
336,37.60519,-110.0393,1987,9,0,58,10,9,15
337,37.60519,-110.0393,1988,9,0,58,10,9,15
338,37.60519,-110.0393,1988,9,0,58,10,9,15
339,37.60519,-110.0393,1989,9,0,58,10,9,15
340,37.60519,-110.0393,1989,9,0,58,10,9,15
341,37.60519,-110.0393,1990,9,0,58,10,9,15
342,37.60519,-110.0393,1990,9,0,58,10,9,15
343,37.60519,-110.0393,1990,9,0,58,10,9,15
344,37.60519,-110.0393,1990,9,0,58,10,9,15
345,37.60519,-110.0393,1990,9,0,58,10,9,15
346,37.60519,-110.0393,1991,9,0,58,10,9,15
347,37.60519,-110.0393,1991,9,0,58,10,9,15
348,37.60519,-110.0393,1992,9,0,58,10,9,15
349,37.60519,-110.0393,1992,9,0,58,10,9,15
350,37.60519,-110.0393,1993,9,0,58,10,9,15
351,37.60519,-110.0393,1993,9,0,58,10,9,15
352,37.60519,-110.0393,1994,9,0,58,10,9,15
353,37.60519,-110.0393,1994,9,0,58,10,9,15
354,37.60519,-110.0393,1995,9,0,58,10,9,15
355,37.60519,-110.0393,1995,9,0,58,10,9,15
356,37.60519,-110.0393,1995,9,0,58,10,9,15
357,37.60519,-110.0393,1995,9,0,58,10,9,15
358,37.60519,-110.0393,1995,9,0,58,10,9,15
359,37.60519,-110.0393,1996,9,0,58,10,9,15
360,37.60519,-110.0393,1996,9,0,58,10,9,15
361,37.60519,-110.0393,1997,9,0,58,10,9,15
362,37.60519,-110.0393,1997,9,0,58,10,9,15
363,37.60519,-110.0393,1998,9,0,58,10,9,15
364,37.60519,-110.0393,1998,9,0,58,10,9,15
365,37.60519,-110.0393,1998,9,0,58,10,9,15
366,37.60519,-110.0393,1998,9,0,58,10,9,15
367,37.60519,-110.0393,1998,9,0,58,10,9,15
368,37.60519,-110.0393,1998,9,0,58,10,9,15
369,37.60519,-110.0393,1998,9,0,58,10,9,15
370,37.60519,-110.0393,1998,9,0,58,10,9,15
371,37.60519,-110.0393,1998,9,0,58,10,9,15
372,37.60519,-110.0393,1998,9,0,58,10,9,15
373,37.60519,-110.0393,1998,9,0,58,10,9,15
374,37.60519,-110.0393,1998,9,0,58,10,9,15
375,37.60519,-110.0393,1998,9,0,58,10,9,15
376,37.60519,-110.0393,1998,9,0,58,10,9,15
377,37.60519,-110.0393,1998,9,0,58,10,9,15
378,37.60519,-110.0393,1998,9,0,58,10,9,15
379,37.60519,-110.0393,1998,9,0,58,10,9,15
380,37.60519,-110.0393,1999,9,0,58,10,9,15
381,37.60519,-110.0393,1999,9,0,58,10,9,15
382,37.60519,-110.0393,2000,9,0,58,10,9,15
383,37.60519,-110.0393,2000,9,0,58,10,9,15
384,37.60519,-110.0393,2001,9,0,58,10,9,15
385,37.60519,-110.0393,2001,9,0,58,10,9,15
386,37.60519,-110.0393,2002,9,0,58,10,9,15
387,37.60519,-110.0393,2002,9,0,58,10,9,15
388,37.60519,-110.0393,2003,9,0,58,10,9,15
389,37.60519,-110.0393,2003,9,0,58,10,9,15
390,37.60519,-110.0393,2004,9,0,58,10,9,15
391,37.60519,-110.0393,2004,9,0,58,10,9,15
392,37.60519,-110.0393,2005,9,0,58,10,9,15
393,37.60519,-110.0393,2005,9,0,58,10,9,15
394,37.60519,-110.0393,2006,9,0,58,10,9,15
395,37.60519,-110.0393,2006,9,0,58,10,9,15
396,37.60519,-110.0393,2007,9,0,58,10,9,15
397,37.60519,-110.0393,2007,9,0,58,10,9,15
398,37.60519,-110.0393,2008,9,0,58,10,9,15
399,37.60519,-110.0393,2008,9,0,58,10,9,15
400,37.60519,-110.0393,2008,9,0,58,10,9,15
401,37.60519,-110.0393,2008,9,0,58,10,9,15
402,37.60519,-110.0393,2008,9,0,58,10,9,15
403,37.60519,-110.0393,2009,9,0,58,10,9,15
404,37.60519,-110.0393,2009,9,0,58,10,9,15
405,37.60519,-110.0393,2010,9,0,58,10,9,15
406,37.60519,-110.0393,2010,9,0,58,10,9,15
407,37.60519,-110.0393,2011,9,0,58,10,9,15
408,37.60519,-110.0393,2011,9,0,58,10,9,15
409,37.60519,-110.0393,2012,9,0,58,10,9,15
410,37.60519,-110.0393,2012,9,0,58,10,9,15
411,37.60519,-110.0393,2013,9,0,58,10,9,15
412,37.60519,-110.0393,2013,9,0,58,10,9,15
413,37.60519,-110.0393,2013,9,0,58,10,9,15
414,37.60519,-110.0393,2013,9,0,58,10,9,15
415,37.60519,-110.0393,2013,9,0,58,10,9,15
416,37.60519,-110.0393,2014,9,0,58,10,9,15
417,37.60519,-110.0393,2014,9,0,58,10,9,15
418,37.60519,-110.0393,2015,9,0,58,10,9,15
419,37.60519,-110.0393,2015,9,0,58,10,9,15
420,37.60519,-110.0393,2016,9,0,58,10,9,15
421,37.60519,-110.0393,2016,9,0,58,10,9,15
422,37.60519,-110.0393,2016,9,0,58,10,9,15
423,37.60519,-110.0393,2016,9,0,58,10,9,15
424,37.60519,-110.0393,2016,9,0,58,10,9,15
425,37.60519,-110.0393,2016,9,0,58,10,9,15
426,37.60519,-110.0393,2016,9,0,58,10,9,15
427,37.60519,-110.0393,2016,9,0,58,10,9,15
428,37.60519,-110.0393,2016,9,0,58,10,9,15
429,37.60519,-110.0393,2016,9,0,58,10,9,15
430,37.60519,-110.0393,2017,9,0,58,10,9,15
431,37.60519,-110.0393,2017,9,0,58,10,9,15
432,37.60519,-110.0393,2018,9,0,58,10,9,15
433,37.60519,-110.0393,2018,9,0,58,10,9,15
434,37.60519,-110.0393,2018,9,0,58,10,9,15
435,37.60519,-110.0393,2018,9,0,58,10,9,15
436,37.60519,-110.0393,2018,9,0,58,10,9,15
437,37.60545,-110.0389,1980,7,0,62,8,9,13
438,37.60545,-110.0389,1981,7,0,62,8,9,13
439,37.60545,-110.0389,1981,7,0,62,8,9,13
440,37.60545,-110.0389,1981,7,0,62,8,9,13
441,37.60545,-110.0389,1981,7,0,62,8,9,13
442,37.60545,-110.0389,1981,7,0,62,8,9,13
443,37.60545,-110.0389,1981,7,0,62,8,9,13
444,37.60545,-110.0389,1981,7,0,62,8,9,13
445,37.60545,-110.0389,1981,7,0,62,8,9,13
446,37.60545,-110.0389,1981,7,0,62,8,9,13
447,37.60545,-110.0389,1982,7,0,62,8,9,13
448,37.60545,-110.0389,1983,7,0,62,8,9,13
449,37.60545,-110.0389,1984,7,0,62,8,9,13
450,37.60545,-110.0389,1985,7,0,62,8,9,13
451,37.60545,-110.0389,1985,7,0,62,8,9,13
452,37.60545,-110.0389,1985,7,0,62,8,9,13
453,37.60545,-110.0389,1985,7,0,62,8,9,13
454,37.60545,-110.0389,1986,7,0,62,8,9,13
455,37.60545,-110.0389,1987,7,0,62,8,9,13
456,37.60545,-110.0389,1988,7,0,62,8,9,13
457,37.60545,-110.0389,1989,7,0,62,8,9,13
458,37.60545,-110.0389,1989,7,0,62,8,9,13
459,37.60545,-110.0389,1989,7,0,62,8,9,13
460,37.60545,-110.0389,1989,7,0,62,8,9,13
461,37.60545,-110.0389,1989,7,0,62,8,9,13
462,37.60545,-110.0389,1989,7,0,62,8,9,13
463,37.60545,-110.0389,1989,7,0,62,8,9,13
464,37.60545,-110.0389,1989,7,0,62,8,9,13
465,37.60545,-110.0389,1989,7,0,62,8,9,13
466,37.60545,-110.0389,1990,7,0,62,8,9,13
467,37.60545,-110.0389,1991,7,0,62,8,9,13
468,37.60545,-110.0389,1992,7,0,62,8,9,13
469,37.60545,-110.0389,1993,7,0,62,8,9,13
470,37.60545,-110.0389,1993,7,0,62,8,9,13
471,37.60545,-110.0389,1993,7,0,62,8,9,13
472,37.60545,-110.0389,1993,7,0,62,8,9,13
473,37.60545,-110.0389,1993,7,0,62,8,9,13
474,37.60545,-110.0389,1993,7,0,62,8,9,13
475,37.60545,-110.0389,1993,7,0,62,8,9,13
476,37.60545,-110.0389,1993,7,0,62,8,9,13
477,37.60545,-110.0389,1993,7,0,62,8,9,13
478,37.60545,-110.0389,1994,7,0,62,8,9,13
479,37.60545,-110.0389,1995,7,0,62,8,9,13
480,37.60545,-110.0389,1996,7,0,62,8,9,13
481,37.60545,-110.0389,1997,7,0,62,8,9,13
482,37.60545,-110.0389,1997,7,0,62,8,9,13
483,37.60545,-110.0389,1997,7,0,62,8,9,13
484,37.60545,-110.0389,1997,7,0,62,8,9,13
485,37.60545,-110.0389,1997,7,0,62,8,9,13
486,37.60545,-110.0389,1997,7,0,62,8,9,13
487,37.60545,-110.0389,1997,7,0,62,8,9,13
488,37.60545,-110.0389,1997,7,0,62,8,9,13
489,37.60545,-110.0389,1997,7,0,62,8,9,13
490,37.60545,-110.0389,1998,7,0,62,8,9,13
491,37.60545,-110.0389,1999,7,0,62,8,9,13
492,37.60545,-110.0389,2000,7,0,62,8,9,13
493,37.60545,-110.0389,2001,7,0,62,8,9,13
494,37.60545,-110.0389,2001,7,0,62,8,9,13
